STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NE,308065.0,303327.0,145492.0,153065.0,258918.0,245428.0,193867.0,211301.0,414483.0,362628.0,451354.0,348730.0,413138.0,381078.0,297391.0,802982.0,758802.0,1110021.0,758486.0,311580.0,375035.0,425896.0,770101.0,436646.0,418694.0,430731.0,714417.0,680155.0,1214283.0,1216716.0,807148.0
NH,0.0,-1.0,57001.0,11503.0,114587.0,201304.0,2099.0,46894.0,23309.0,74455.0,138943.0,118526.0,220370.0,4165467.0,5399765.0,6784735.0,6006604.0,5754015.0,7073352.0,5342358.0,5364838.0,6657569.0,7049706.0,4100173.0,4387752.0,6051695.0,4739166.0,3580104.0,2991539.0,3582516.0,2094032.0
NJ,6914325.0,10592907.0,14515031.0,15545039.0,17191828.0,18202521.0,16534483.0,16987930.0,16480826.0,17099236.0,16509249.0,16708201.0,19069357.0,14775577.0,15962195.0,15366166.0,15668374.0,18752330.0,20751754.0,20624992.0,24902230.0,25201075.0,28284906.0,27076529.0,30667442.0,36974457.0,43642998.0,36354501.0,38797284.0,40589384.0,18260756.0
NM,2738087.0,2863662.0,2414692.0,2888566.0,3388937.0,3408993.0,3555341.0,4095677.0,4513549.0,4156548.0,4638339.0,4887271.0,3441739.0,3518706.0,2992675.0,4187215.0,5889598.0,6660003.0,7966007.0,8661072.0,8512081.0,8565983.0,8799041.0,8975244.0,8719770.0,9364624.0,9996545.0,9175019.0,11531570.0,12002941.0,7138519.0
NV,2217027.0,2094971.0,3392197.0,4033198.0,5629626.0,6443753.0,7083256.0,7557814.0,8690829.0,9346541.0,12667189.0,11513773.0,12210661.0,13252779.0,16380743.0,18835621.0,21184133.0,22263270.0,23971911.0,25877621.0,23688193.0,21841395.0,25646658.0,24766634.0,22832591.0,28999514.0,28839298.0,26647433.0,26800295.0,25777662.0,14915118.0
NY,22724335.0,23074027.0,26849697.0,27075267.0,32229929.0,49056506.0,37449378.0,46280916.0,42471599.0,45999188.0,39728709.0,38697213.0,38451190.0,28156348.0,27294046.0,31872701.0,42133877.0,45633630.0,43856461.0,41779597.0,48915546.0,50804756.0,59462257.0,54354386.0,53980536.0,56923415.0,56798184.0,48294737.0,50604760.0,49315300.0,30588414.0
OH,241585.0,364566.0,340236.0,371452.0,371591.0,724821.0,410269.0,468934.0,677578.0,886446.0,825154.0,924417.0,1766654.0,1793582.0,1390996.0,2695630.0,2379063.0,3974897.0,2484390.0,4650455.0,7127860.0,12337576.0,22665384.0,21694211.0,23635429.0,28033716.0,28866366.0,28134021.0,42673026.0,50999345.0,30936925.0
OK,18236766.0,18416871.0,16419444.0,16762567.0,16708882.0,16715507.0,14671686.0,13682329.0,18301418.0,17852306.0,17502576.0,17943809.0,21049040.0,21822697.0,23285579.0,28590219.0,32980690.0,33143911.0,33774166.0,34631298.0,33941681.0,32836701.0,39024300.0,30055999.0,26728918.0,34286326.0,36381141.0,31629583.0,41881971.0,44658127.0,27680374.0
OR,819328.0,1223154.0,1527911.0,1778067.0,2835884.0,2353475.0,3810727.0,3597469.0,7250065.0,6880440.0,9100017.0,10982965.0,7812893.0,10243697.0,13525183.0,13190996.0,11238643.0,14857669.0,17387164.0,16133451.0,15651176.0,8497729.0,11624688.0,14363040.0,12664691.0,16237093.0,15352757.0,12116065.0,17644249.0,21090795.0,10001117.0
PA,2833882.0,2108889.0,2707834.0,3869669.0,4079764.0,4926183.0,3093102.0,2654904.0,3890017.0,3802013.0,2699072.0,3036295.0,6715537.0,5518535.0,9813646.0,10807751.0,13541728.0,19197600.0,18730607.0,29214954.0,33717608.0,41792164.0,53062198.0,49937702.0,52570359.0,59454655.0,67866124.0,59448553.0,76820108.0,98400586.0,68125389.0
